# XOR Dataset grande (2000 filas)
# Problema clásico no linealmente separable
# INPUT_COLS: X1,X2
# OUTPUT_COLS: Y
X1,X2,Y
0.1161,0.9407,1
0.1417,0.3119,0
0.4553,0.2069,0
0.4829,0.4762,0
0.4382,0.6968,1
0.3189,0.3003,0
0.8102,0.1151,1
0.8492,0.648,0
0.6771,0.1644,1
0.9839,0.2439,1
0.1745,0.1601,0
0.5598,0.9585,0
0.2319,0.405,0
0.1845,0.6405,1
0.4321,0.0292,0
0.6141,0.1973,1
0.5922,0.3888,1
0.7047,0.2058,1
0.7523,0.8087,0
0.0626,0.1018,0
0.872,0.187,1
0.326,0.4576,0
0.2624,0.8626,1
0.5277,0.6391,0
0.597,0.6113,0
0.587,0.3479,1
0.8455,0.6174,0
0.8137,0.706,0
0.2974,0.6145,1
0.0848,0.1339,0
0.1179,0.3054,0
0.183,0.6934,1
0.5108,0.4182,1
0.1379,0.3837,0
0.1858,0.6355,1
0.6934,0.6453,0
0.9999,0.5549,0
0.4896,0.1403,0
0.3146,0.451,0
0.0536,0.359,0
0.0096,0.1365,0
0.8152,0.9638,0
0.5054,0.495,1
0.6847,0.4156,1
0.8399,0.4887,1
0.0827,0.0309,0
0.7611,0.2921,1
0.2749,0.5376,1
0.1682,0.4573,0
0.7425,0.7659,0
0.5497,0.1132,1
0.1142,0.7751,1
0.8233,0.3669,1
0.8226,0.0416,1
0.719,0.5464,0
0.9898,0.1024,1
0.8301,0.7513,0
0.2977,0.9993,1
0.4497,0.3486,0
0.8167,0.4391,1
0.994,0.7756,0
0.2369,0.8107,1
0.5879,0.3506,1
0.7108,0.6328,0
0.166,0.1392,0
0.2066,0.2069,0
0.0594,0.3508,0
0.2811,0.5388,1
0.3237,0.7041,1
0.2893,0.2673,0
0.858,0.9855,0
0.6793,0.0952,1
0.9628,0.7857,0
0.9188,0.9925,0
0.867,0.1269,1
0.8661,0.2497,1
0.7114,0.8285,0
0.7615,0.6762,0
0.4895,0.5774,1
0.2687,0.4142,0
0.452,0.6336,1
0.8801,0.0931,1
0.5156,0.2782,1
0.9363,0.3691,1
0.9503,0.3273,1
0.0025,0.7741,1
0.7327,0.7309,0
0.4584,0.6641,1
0.3582,0.0633,0
0.5344,0.2178,1
0.4296,0.2119,0
0.2685,0.8283,1
0.3378,0.5779,1
0.5661,0.4853,1
0.3437,0.6826,1
0.0484,0.0996,0
0.7839,0.4596,1
0.1242,0.8577,1
0.4413,0.0007,0
0.958,0.2023,1
0.6886,0.1319,1
0.65,0.159,1
0.9327,0.274,1
0.6546,0.2504,1
0.3718,0.9038,1
0.1655,0.3963,0
0.3055,0.6994,1
0.2341,0.6555,1
0.7037,0.0011,1
0.4768,0.1327,0
0.2262,0.68,1
0.0093,0.6956,1
0.8171,0.9882,0
0.4223,0.1322,0
0.0708,0.3831,0
0.7308,0.1024,1
0.3134,0.881,1
0.1371,0.7735,1
0.7532,0.1331,1
0.9929,0.1429,1
0.5305,0.0085,1
0.65,0.4401,1
0.7224,0.6281,0
0.1514,0.4117,0
0.6866,0.86,0
0.0867,0.1005,0
0.7524,0.5896,0
0.384,0.9632,1
0.3145,0.1398,0
0.277,0.0842,0
0.5534,0.6,0
0.6076,0.779,0
0.6905,0.8479,0
0.6584,0.3016,1
0.5177,0.5095,0
0.7478,0.2955,1
0.0546,0.8979,1
0.9547,0.4949,1
0.1127,0.4996,0
0.5939,0.5283,0
0.9777,0.9869,0
0.9339,0.132,1
0.8608,0.5684,0
0.3654,0.6829,1
0.7627,0.9545,0
0.7704,0.0167,1
0.0675,0.2622,0
0.0398,0.0605,0
0.7893,0.5066,0
0.6286,0.501,0
0.4154,0.7018,1
0.0824,0.5366,1
0.616,0.2775,1
0.3099,0.5113,1
0.2032,0.8081,1
0.5364,0.3907,1
0.6343,0.8345,0
0.6811,0.0661,1
0.6987,0.73,0
0.8465,0.0579,1
0.0862,0.4345,0
0.4534,0.6088,1
0.3093,0.7417,1
0.7407,0.1194,1
0.7079,0.7015,0
0.1638,0.953,1
0.523,0.783,0
0.7208,0.167,1
0.1269,0.7811,1
0.2688,0.8864,1
0.7714,0.0294,1
0.8071,0.272,1
0.0639,0.7123,1
0.5767,0.0771,1
0.4552,0.3601,0
0.4996,0.5669,1
0.3677,0.2551,0
0.1029,0.5739,1
0.7228,0.2284,1
0.5088,0.044,1
0.8629,0.2446,1
0.4718,0.383,0
0.1501,0.9312,1
0.8575,0.5529,0
0.9139,0.7407,0
0.4194,0.3218,0
0.4163,0.7203,1
0.2713,0.0779,0
0.3728,0.502,1
0.9019,0.1793,1
0.8043,0.9814,0
0.9541,0.0689,1
0.4651,0.2823,0
0.8448,0.3273,1
0.5531,0.008,1
0.2007,0.5638,1
0.3039,0.6227,1
0.4639,0.5917,1
0.4934,0.7726,1
0.1954,0.9004,1
0.7605,0.2451,1
0.0064,0.41,0
0.233,0.3464,0
0.8396,0.8772,0
0.951,0.0015,1
0.6573,0.849,0
0.7272,0.1039,1
0.5298,0.2382,1
0.492,0.0599,0
0.997,0.7117,0
0.093,0.9213,1
0.8973,0.5198,0
0.7008,0.3725,1
0.9746,0.0849,1
0.0956,0.1335,0
0.82,0.0748,1
0.5678,0.435,1
0.9642,0.2368,1
0.261,0.315,0
0.8008,0.7007,0
0.7354,0.3181,1
0.272,0.0747,0
0.2027,0.7799,1
0.5847,0.1554,1
0.1644,0.4661,0
0.4065,0.5359,1
0.9646,0.2076,1
0.3083,0.265,0
0.1199,0.1576,0
0.6861,0.8264,0
0.6969,0.0403,1
0.8359,0.3278,1
0.0912,0.2482,0
0.3557,0.5135,1
0.6772,0.2602,1
0.9907,0.0311,1
0.4044,0.4522,0
0.7481,0.2499,1
0.462,0.8039,1
0.1398,0.012,0
0.8304,0.9826,0
0.1307,0.8237,1
0.3722,0.6303,1
0.6447,0.5823,0
0.2588,0.8127,1
0.0218,0.0645,0
0.9025,0.4434,1
0.1288,0.9051,1
0.8294,0.3315,1
0.0427,0.461,0
0.168,0.5739,1
0.8217,0.395,1
0.0295,0.6832,1
0.1728,0.2147,0
0.1872,0.2799,0
0.8834,0.0346,1
0.6192,0.2458,1
0.2951,0.412,0
0.5507,0.061,1
0.2798,0.1372,0
0.1995,0.8847,1
0.5258,0.6308,0
0.8022,0.7948,0
0.9894,0.7819,0
0.3591,0.5445,1
0.4847,0.9127,1
0.5024,0.3884,1
0.1798,0.3189,0
0.219,0.8958,1
0.7785,0.0586,1
0.9915,0.5294,0
0.7668,0.9996,0
0.974,0.1001,1
0.6569,0.2665,1
0.8163,0.9173,0
0.0559,0.9964,1
0.2194,0.8465,1
0.7974,0.3548,1
0.8392,0.8452,0
0.1761,0.5925,1
0.8062,0.6976,0
0.914,0.0282,1
0.7006,0.9476,0
0.5636,0.5631,0
0.1882,0.988,1
0.8816,0.4922,1
0.3091,0.4904,0
0.0903,0.2326,0
0.2188,0.5264,1
0.0007,0.9179,1
0.2015,0.1305,0
0.7169,0.9188,0
0.8443,0.3236,1
0.0219,0.5866,1
0.9172,0.7744,0
0.8465,0.8607,0
0.9606,0.3736,1
0.9419,0.3956,1
0.101,0.3018,0
0.1365,0.1575,0
0.9487,0.7918,0
0.9607,0.6492,0
0.1742,0.9687,1
0.6936,0.9288,0
0.787,0.2232,1
0.589,0.1754,1
0.3068,0.6885,1
0.1273,0.7288,1
0.9488,0.9487,0
0.3916,0.9943,1
0.9652,0.0324,1
0.6024,0.921,0
0.9675,0.2209,1
0.5656,0.9367,0
0.1406,0.7453,1
0.238,0.9824,1
0.1679,0.8853,1
0.0887,0.709,1
0.6391,0.8867,0
0.4466,0.2652,0
0.2495,0.0678,0
0.2567,0.108,0
0.0013,0.3859,0
0.7326,0.9691,0
0.8846,0.4931,1
0.3787,0.546,1
0.1014,0.4795,0
0.8641,0.651,0
0.6872,0.1627,1
0.0737,0.8458,1
0.2949,0.3187,0
0.9517,0.0742,1
0.1701,0.3755,0
0.732,0.547,0
0.8981,0.0931,1
0.594,0.6136,0
0.4827,0.031,0
0.9424,0.165,1
0.8898,0.1571,1
0.1013,0.2056,0
0.19,0.6972,1
0.722,0.73,0
0.2653,0.2815,0
0.2375,0.0496,0
0.5718,0.8399,0
0.1536,0.3608,0
0.4276,0.2945,0
0.662,0.6002,0
0.1997,0.0257,0
0.1708,0.2918,0
0.0819,0.8438,1
0.3084,0.3975,0
0.4891,0.661,1
0.0911,0.5441,1
0.1849,0.8855,1
0.3694,0.4458,0
0.2633,0.4651,0
0.2262,0.2686,0
0.0616,0.7522,1
0.6675,0.0857,1
0.3438,0.5414,1
0.9707,0.5897,0
0.5536,0.8408,0
0.8184,0.4186,1
0.5355,0.8669,0
0.4748,0.8817,1
0.4763,0.079,0
0.9028,0.7143,0
0.5021,0.9005,0
0.8005,0.6775,0
0.6203,0.1203,1
0.7572,0.1729,1
0.9844,0.9722,0
0.8085,0.1262,1
0.4234,0.9883,1
0.4354,0.9973,1
0.6272,0.8341,0
0.2579,0.9108,1
0.9142,0.067,1
0.3881,0.3974,0
0.3261,0.2762,0
0.4582,0.8735,1
0.7866,0.6231,0
0.5226,0.4196,1
0.4144,0.1482,0
0.5879,0.7584,0
0.9396,0.9249,0
0.5627,0.101,1
0.2861,0.5356,1
0.3439,0.4109,0
0.383,0.4856,0
0.609,0.0375,1
0.2754,0.1439,0
0.6087,0.6937,0
0.0388,0.8896,1
0.3315,0.2376,0
0.7457,0.9208,0
0.897,0.0202,1
0.8174,0.3031,1
0.2803,0.4916,0
0.6962,0.0982,1
0.8689,0.1344,1
0.9742,0.4431,1
0.8258,0.2694,1
0.4168,0.6456,1
0.1879,0.2114,0
0.824,0.7409,0
0.7595,0.8672,0
0.821,0.5153,0
0.159,0.3111,0
0.5068,0.1356,1
0.8513,0.8793,0
0.0289,0.1928,0
0.8329,0.837,0
0.2495,0.4564,0
0.918,0.7046,0
0.274,0.8235,1
0.5051,0.6354,0
0.1239,0.0306,0
0.3725,0.594,1
0.1776,0.8705,1
0.5869,0.3498,1
0.1635,0.8945,1
0.749,0.6889,0
0.2851,0.3866,0
0.1629,0.5723,1
0.9649,0.8571,0
0.6474,0.6777,0
0.2691,0.4095,0
0.0201,0.7803,1
0.7676,0.0089,1
0.9115,0.6474,0
0.6011,0.0085,1
0.2524,0.8051,1
0.3055,0.967,1
0.6427,0.4238,1
0.3765,0.3487,0
0.252,0.4667,0
0.6772,0.8243,0
0.3972,0.1023,0
0.5115,0.6624,0
0.8433,0.3742,1
0.6473,0.6091,0
0.2985,0.1081,0
0.0638,0.9884,1
0.6406,0.8615,0
0.2611,0.7111,1
0.8924,0.2988,1
0.1499,0.7655,1
0.8997,0.8054,0
0.8024,0.6,0
0.6605,0.6808,0
0.7213,0.6554,0
0.9975,0.2594,1
0.4186,0.3883,0
0.0353,0.7081,1
0.572,0.1899,1
0.7265,0.2224,1
0.5346,0.7849,0
0.9065,0.6719,0
0.5073,0.8454,0
0.8406,0.8765,0
0.1811,0.0976,0
0.1279,0.2587,0
0.8083,0.7629,0
0.1831,0.6797,1
0.3356,0.0893,0
0.3553,0.7442,1
0.3071,0.7881,1
0.3313,0.2606,0
0.2941,0.8512,1
0.4705,0.8664,1
0.5836,0.9443,0
0.0712,0.8894,1
0.5005,0.8675,0
0.3817,0.2984,0
0.0541,0.8542,1
0.1374,0.2003,0
0.4092,0.5694,1
0.9066,0.4576,1
0.3164,0.7157,1
0.7789,0.4876,1
0.631,0.1768,1
0.6345,0.0047,1
0.2735,0.7612,1
0.1686,0.7645,1
0.4896,0.7636,1
0.088,0.6145,1
0.6335,0.4034,1
0.9653,0.3833,1
0.0377,0.1994,0
0.3731,0.0141,0
0.3222,0.8332,1
0.1906,0.6767,1
0.6267,0.2488,1
0.6935,0.3443,1
0.1289,0.3836,0
0.5887,0.167,1
0.8238,0.2982,1
0.2908,0.7278,1
0.5964,0.3378,1
0.888,0.9955,0
0.3427,0.9014,1
0.3593,0.1884,0
0.9481,0.9182,0
0.4034,0.2284,0
0.7272,0.1312,1
0.7341,0.5897,0
0.169,0.3666,0
0.6505,0.0374,1
0.8765,0.2558,1
0.5347,0.0486,1
0.9947,0.662,0
0.6536,0.0197,1
0.6897,0.4168,1
0.3803,0.5473,1
0.4744,0.1531,0
0.6952,0.6303,0
0.3011,0.6617,1
0.6625,0.27,1
0.6056,0.1372,1
0.8307,0.1049,1
0.7188,0.1177,1
0.114,0.1063,0
0.1986,0.1997,0
0.263,0.5231,1
0.2017,0.7034,1
0.2954,0.0394,0
0.4964,0.2077,0
0.9331,0.3306,1
0.0027,0.6716,1
0.9069,0.8352,0
0.669,0.1491,1
0.0901,0.5117,1
0.7236,0.1013,1
0.2559,0.2312,0
0.9887,0.296,1
0.4643,0.0998,0
0.1747,0.0394,0
0.2906,0.8016,1
0.3127,0.7385,1
0.095,0.7582,1
0.0459,0.852,1
0.6634,0.1705,1
0.3575,0.4377,0
0.6218,0.8785,0
0.093,0.815,1
0.1829,0.4008,0
0.9623,0.2718,1
0.3857,0.8507,1
0.7999,0.6488,0
0.7969,0.1131,1
0.6962,0.0586,1
0.9425,0.1594,1
0.416,0.5908,1
0.8023,0.6784,0
0.1813,0.3798,0
0.3586,0.0288,0
0.6845,0.8385,0
0.9734,0.1307,1
0.9204,0.1129,1
0.4113,0.046,0
0.2616,0.3142,0
0.7046,0.6779,0
0.7675,0.5766,0
0.565,0.9779,0
0.6698,0.3383,1
0.5231,0.7006,0
0.0952,0.6617,1
0.2486,0.3457,0
0.6763,0.3849,1
0.839,0.5583,0
0.9878,0.0546,1
0.6434,0.1569,1
0.8488,0.8519,0
0.8694,0.0749,1
0.4916,0.2409,0
0.9701,0.0504,1
0.2227,0.6433,1
0.4033,0.235,0
0.4591,0.8013,1
0.4481,0.8566,1
0.4471,0.1187,0
0.4974,0.6534,1
0.1026,0.4123,0
0.5571,0.0002,1
0.0909,0.6042,1
0.6191,0.3046,1
0.5083,0.2069,1
0.6715,0.9504,0
0.3633,0.0543,0
0.2229,0.4545,0
0.5602,0.6198,0
0.4731,0.6572,1
0.7159,0.114,1
0.7593,0.2217,1
0.3414,0.8299,1
0.9644,0.292,1
0.522,0.7021,0
0.0458,0.1642,0
0.1404,0.7169,1
0.7216,0.107,1
0.6109,0.1875,1
0.9302,0.3929,1
0.457,0.7814,1
0.7168,0.1078,1
0.4145,0.9266,1
0.8375,0.5888,0
0.7721,0.4505,1
0.6585,0.9562,0
0.1346,0.4988,0
0.5304,0.0486,1
0.9353,0.8388,0
0.4829,0.5083,1
0.9212,0.1772,1
0.5786,0.7305,0
0.1284,0.3874,0
0.6005,0.8827,0
0.5041,0.3847,1
0.9795,0.9159,0
0.7624,0.2736,1
0.9636,0.9705,0
0.4528,0.1334,0
0.4127,0.7,1
0.7484,0.2989,1
0.7015,0.8607,0
0.7119,0.9355,0
0.6326,0.2009,1
0.6242,0.2906,1
0.3453,0.6724,1
0.9813,0.6501,0
0.9583,0.5039,0
0.6943,0.3224,1
0.1154,0.3522,0
0.4804,0.5706,1
0.6672,0.4175,1
0.7479,0.8414,0
0.2859,0.8473,1
0.8083,0.5227,0
0.0253,0.1453,0
0.6703,0.1999,1
0.7502,0.1609,1
0.2866,0.2506,0
0.8394,0.6906,0
0.2951,0.7536,1
0.0323,0.814,1
0.1025,0.868,1
0.7395,0.8648,0
0.7424,0.5613,0
0.2376,0.7843,1
0.7988,0.2876,1
0.6645,0.9265,0
0.3876,0.9567,1
0.9758,0.3127,1
0.5521,0.013,1
0.2513,0.6206,1
0.7809,0.8701,0
0.83,0.9115,0
0.7046,0.6476,0
0.7551,0.5466,0
0.6034,0.7761,0
0.9643,0.2942,1
0.1774,0.6827,1
0.187,0.1738,0
0.5138,0.3772,1
0.4285,0.5566,1
0.1301,0.584,1
0.255,0.3306,0
0.7097,0.1548,1
0.1537,0.3226,0
0.0509,0.9324,1
0.6156,0.6619,0
0.4906,0.5727,1
0.3581,0.784,1
0.3179,0.22,0
0.1839,0.0682,0
0.5051,0.4159,1
0.537,0.0919,1
0.2212,0.2134,0
0.3319,0.3608,0
0.2184,0.7527,1
0.5305,0.9966,0
0.8237,0.9811,0
0.0088,0.6689,1
0.4457,0.9045,1
0.6137,0.6211,0
0.9589,0.6826,0
0.3209,0.9159,1
0.945,0.3859,1
0.5402,0.2828,1
0.9113,0.8221,0
0.375,0.8028,1
0.4456,0.0439,0
0.8983,0.1925,1
0.5139,0.9482,0
0.1674,0.9563,1
0.538,0.0073,1
0.0655,0.6703,1
0.7736,0.865,0
0.4242,0.1039,0
0.5378,0.7027,0
0.9762,0.7752,0
0.6466,0.9398,0
0.7469,0.1538,1
0.4592,0.3317,0
0.0875,0.0543,0
0.7942,0.5581,0
0.575,0.2276,1
0.2586,0.388,0
0.6302,0.433,1
0.0169,0.6733,1
0.5348,0.6414,0
0.6183,0.756,0
0.5856,0.7009,0
0.0726,0.928,1
0.1061,0.7869,1
0.3014,0.0865,0
0.7653,0.4377,1
0.3951,0.6607,1
0.474,0.5335,1
0.1364,0.391,0
0.7975,0.5457,0
0.9601,0.1441,1
0.6773,0.9142,0
0.795,0.7293,0
0.3731,0.9495,1
0.5535,0.5551,0
0.1232,0.005,0
0.5967,0.5372,0
0.947,0.3047,1
0.7483,0.9035,0
0.3439,0.4127,0
0.6459,0.5126,0
0.161,0.2208,0
0.8347,0.1943,1
0.1814,0.7997,1
0.8523,0.8514,0
0.9324,0.9943,0
0.4613,0.5497,1
0.2907,0.0674,0
0.0982,0.7256,1
0.4872,0.3309,0
0.1282,0.6555,1
0.1,0.6195,1
0.9001,0.3178,1
0.4506,0.6163,1
0.3057,0.5842,1
0.5656,0.3645,1
0.3163,0.4283,0
0.0048,0.2462,0
0.2215,0.7398,1
0.4361,0.8401,1
0.1343,0.733,1
0.8779,0.4628,1
0.3587,0.3055,0
0.5517,0.1758,1
0.6066,0.8418,0
0.8587,0.14,1
0.5386,0.2632,1
0.8863,0.0765,1
0.0754,0.0186,0
0.5072,0.0312,1
0.5819,0.4051,1
0.59,0.9063,0
0.5516,0.5435,0
0.9987,0.4721,1
0.7752,0.3658,1
0.2233,0.7721,1
0.7332,0.291,1
0.4647,0.5104,1
0.3968,0.5022,1
0.6627,0.848,0
0.8065,0.614,0
0.1658,0.5141,1
0.4462,0.1791,0
0.9487,0.6594,0
0.9677,0.7359,0
0.4835,0.3588,0
0.2188,0.4876,0
0.0629,0.3694,0
0.0428,0.2068,0
0.9077,0.3613,1
0.4697,0.4546,0
0.0464,0.9806,1
0.3241,0.7037,1
0.5214,0.8296,0
0.8349,0.2633,1
0.5444,0.1738,1
0.6537,0.3653,1
0.6533,0.8355,0
0.5167,0.3763,1
0.9072,0.5164,0
0.3529,0.8677,1
0.4869,0.4821,0
0.6042,0.5018,0
0.139,0.1656,0
0.0771,0.6435,1
0.2115,0.1869,0
0.3622,0.7173,1
0.1183,0.2303,0
0.8112,0.7203,0
0.4815,0.4788,0
0.2107,0.1612,0
0.8334,0.0224,1
0.0431,0.5735,1
0.1611,0.6295,1
0.0392,0.5723,1
0.0559,0.2583,0
0.18,0.9582,1
0.5994,0.5636,0
0.0186,0.7195,1
0.6617,0.2835,1
0.0857,0.4492,0
0.9928,0.8673,0
0.1706,0.8304,1
0.6008,0.7946,0
0.8205,0.1819,1
0.6596,0.2645,1
0.7242,0.3427,1
0.4535,0.5906,1
0.2298,0.3855,0
0.1086,0.2023,0
0.8596,0.5044,0
0.4198,0.1496,0
0.0963,0.4759,0
0.6147,0.039,1
0.7839,0.5033,0
